method,query_id,query_type,positive_page_ids,candidate_universe,rank,page_id,score
bm25,manual-b-p01-q03,layout,manual-b-p01,evaluated_split_pages,5,manual-b-p02,0.739130172877
bm25,manual-b-p01-q03,layout,manual-b-p01,evaluated_split_pages,6,manual-b-p03,0.739130172877
bm25,manual-b-p01-q03,layout,manual-b-p01,evaluated_split_pages,7,manual-b-p07,0.739130172877
bm25,manual-b-p01-q03,layout,manual-b-p01,evaluated_split_pages,8,manual-b-p08,0.739130172877
bm25,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,1,manual-b-p02,3.85381350305
bm25,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,2,manual-b-p01,0.253869910524
bm25,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,3,manual-b-p04,0.253869910524
bm25,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,4,manual-b-p05,0.253869910524
bm25,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,5,manual-b-p03,0.252688353684
bm25,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,6,manual-b-p06,0.252688353684
bm25,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,7,manual-b-p07,0.252688353684
bm25,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,8,manual-b-p08,0.252688353684
bm25,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,1,manual-b-p02,4.16910967648
bm25,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,2,manual-b-p01,0.570331599854
bm25,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,3,manual-b-p04,0.570331599854
bm25,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,4,manual-b-p05,0.570331599854
bm25,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,5,manual-b-p03,0.567984527109
bm25,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,6,manual-b-p06,0.567984527109
bm25,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,7,manual-b-p07,0.567984527109
bm25,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,8,manual-b-p08,0.567984527109
bm25,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,1,manual-b-p07,4.00602426065
bm25,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,2,manual-b-p01,0.431146621285
bm25,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,3,manual-b-p04,0.431146621285
bm25,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,4,manual-b-p05,0.431146621285
bm25,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,5,manual-b-p02,0.429393270604
bm25,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,6,manual-b-p03,0.429393270604
bm25,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,7,manual-b-p06,0.429393270604
bm25,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,8,manual-b-p08,0.429393270604
bm25,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,1,manual-b-p03,6.04702810935
bm25,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,2,manual-b-p06,0.706575783613
bm25,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,3,manual-b-p01,0.685016531809
bm25,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,4,manual-b-p04,0.685016531809
bm25,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,5,manual-b-p05,0.685016531809
bm25,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,6,manual-b-p02,0.682081624288
bm25,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,7,manual-b-p07,0.682081624288
bm25,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,8,manual-b-p08,0.682081624288
bm25,manual-b-p03-q02,text,manual-b-p03,evaluated_split_pages,1,manual-b-p03,5.87588246359
bm25,manual-b-p03-q02,text,manual-b-p03,evaluated_split_pages,2,manual-b-p01,0.512989133876
bm25,manual-b-p03-q02,text,manual-b-p03,evaluated_split_pages,3,manual-b-p04,0.512989133876
bm25,manual-b-p03-q02,text,manual-b-p03,evaluated_split_pages,4,manual-b-p05,0.512989133876
bm25,manual-b-p03-q02,text,manual-b-p03,evaluated_split_pages,5,manual-b-p02,0.510935978519
bm25,manual-b-p03-q02,text,manual-b-p03,evaluated_split_pages,6,manual-b-p06,0.510935978519
bm25,manual-b-p03-q02,text,manual-b-p03,evaluated_split_pages,7,manual-b-p07,0.510935978519
bm25,manual-b-p03-q02,text,manual-b-p03,evaluated_split_pages,8,manual-b-p08,0.510935978519
bm25,manual-b-p03-q03,figure,manual-b-p03,evaluated_split_pages,1,manual-b-p02,2.06549800803
bm25,manual-b-p03-q03,figure,manual-b-p03,evaluated_split_pages,2,manual-b-p03,2.04100384871
bm25,manual-b-p03-q03,figure,manual-b-p03,evaluated_split_pages,3,manual-b-p01,0.253869910524
bm25,manual-b-p03-q03,figure,manual-b-p03,evaluated_split_pages,4,manual-b-p04,0.253869910524
bm25,manual-b-p03-q03,figure,manual-b-p03,evaluated_split_pages,5,manual-b-p05,0.253869910524
bm25,manual-b-p03-q03,figure,manual-b-p03,evaluated_split_pages,6,manual-b-p06,0.252688353684
bm25,manual-b-p03-q03,figure,manual-b-p03,evaluated_split_pages,7,manual-b-p07,0.252688353684
bm25,manual-b-p03-q03,figure,manual-b-p03,evaluated_split_pages,8,manual-b-p08,0.252688353684
bm25,manual-b-p04-q01,text,manual-b-p04,evaluated_split_pages,1,manual-b-p04,4.1653895975
bm25,manual-b-p04-q01,text,manual-b-p04,evaluated_split_pages,2,manual-b-p01,0.570331599854
bm25,manual-b-p04-q01,text,manual-b-p04,evaluated_split_pages,3,manual-b-p05,0.570331599854
bm25,manual-b-p04-q01,text,manual-b-p04,evaluated_split_pages,4,manual-b-p02,0.567984527109
bm25,manual-b-p04-q01,text,manual-b-p04,evaluated_split_pages,5,manual-b-p03,0.567984527109
bm25,manual-b-p04-q01,text,manual-b-p04,evaluated_split_pages,6,manual-b-p06,0.567984527109
bm25,manual-b-p04-q01,text,manual-b-p04,evaluated_split_pages,7,manual-b-p07,0.567984527109
bm25,manual-b-p04-q01,text,manual-b-p04,evaluated_split_pages,8,manual-b-p08,0.567984527109
bm25,manual-b-p04-q02,table,manual-b-p04,evaluated_split_pages,1,manual-b-p01,2.15774146855
bm25,manual-b-p04-q02,table,manual-b-p04,evaluated_split_pages,2,manual-b-p04,0.335712423115
bm25,manual-b-p04-q02,table,manual-b-p04,evaluated_split_pages,3,manual-b-p05,0.335712423115
bm25,manual-b-p04-q02,table,manual-b-p04,evaluated_split_pages,4,manual-b-p02,0.334231061599
bm25,manual-b-p04-q02,table,manual-b-p04,evaluated_split_pages,5,manual-b-p03,0.334231061599
bm25,manual-b-p04-q02,table,manual-b-p04,evaluated_split_pages,6,manual-b-p06,0.334231061599
bm25,manual-b-p04-q02,table,manual-b-p04,evaluated_split_pages,7,manual-b-p07,0.334231061599
bm25,manual-b-p04-q02,table,manual-b-p04,evaluated_split_pages,8,manual-b-p08,0.334231061599
bm25,manual-b-p04-q03,layout,manual-b-p04,evaluated_split_pages,1,manual-b-p04,4.28007452946
bm25,manual-b-p04-q03,layout,manual-b-p04,evaluated_split_pages,2,manual-b-p06,0.706575783613
bm25,manual-b-p04-q03,layout,manual-b-p04,evaluated_split_pages,3,manual-b-p01,0.685016531809
bm25,manual-b-p04-q03,layout,manual-b-p04,evaluated_split_pages,4,manual-b-p05,0.685016531809
bm25,manual-b-p04-q03,layout,manual-b-p04,evaluated_split_pages,5,manual-b-p02,0.682081624288
bm25,manual-b-p04-q03,layout,manual-b-p04,evaluated_split_pages,6,manual-b-p03,0.682081624288
bm25,manual-b-p04-q03,layout,manual-b-p04,evaluated_split_pages,7,manual-b-p07,0.682081624288
bm25,manual-b-p04-q03,layout,manual-b-p04,evaluated_split_pages,8,manual-b-p08,0.682081624288
bm25,manual-b-p05-q01,text,manual-b-p05,evaluated_split_pages,1,manual-b-p05,4.1653895975
bm25,manual-b-p05-q01,text,manual-b-p05,evaluated_split_pages,2,manual-b-p01,0.570331599854
bm25,manual-b-p05-q01,text,manual-b-p05,evaluated_split_pages,3,manual-b-p04,0.570331599854
bm25,manual-b-p05-q01,text,manual-b-p05,evaluated_split_pages,4,manual-b-p02,0.567984527109
bm25,manual-b-p05-q01,text,manual-b-p05,evaluated_split_pages,5,manual-b-p03,0.567984527109
bm25,manual-b-p05-q01,text,manual-b-p05,evaluated_split_pages,6,manual-b-p06,0.567984527109
bm25,manual-b-p05-q01,text,manual-b-p05,evaluated_split_pages,7,manual-b-p07,0.567984527109
bm25,manual-b-p05-q01,text,manual-b-p05,evaluated_split_pages,8,manual-b-p08,0.567984527109
bm25,manual-b-p05-q02,table,manual-b-p05,evaluated_split_pages,1,manual-b-p02,2.12254655662
bm25,manual-b-p05-q02,table,manual-b-p05,evaluated_split_pages,2,manual-b-p01,0.360212469728
bm25,manual-b-p05-q02,table,manual-b-p05,evaluated_split_pages,3,manual-b-p04,0.335712423115
bm25,manual-b-p05-q02,table,manual-b-p05,evaluated_split_pages,4,manual-b-p05,0.335712423115
bm25,manual-b-p05-q02,table,manual-b-p05,evaluated_split_pages,5,manual-b-p03,0.334231061599
bm25,manual-b-p05-q02,table,manual-b-p05,evaluated_split_pages,6,manual-b-p06,0.334231061599
bm25,manual-b-p05-q02,table,manual-b-p05,evaluated_split_pages,7,manual-b-p07,0.334231061599
bm25,manual-b-p05-q02,table,manual-b-p05,evaluated_split_pages,8,manual-b-p08,0.334231061599
bm25,manual-b-p05-q03,ocr_failure,manual-b-p05,evaluated_split_pages,1,manual-b-p07,4.00602426065
bm25,manual-b-p05-q03,ocr_failure,manual-b-p05,evaluated_split_pages,2,manual-b-p01,0.431146621285
bm25,manual-b-p05-q03,ocr_failure,manual-b-p05,evaluated_split_pages,3,manual-b-p04,0.431146621285
bm25,manual-b-p05-q03,ocr_failure,manual-b-p05,evaluated_split_pages,4,manual-b-p05,0.431146621285
bm25,manual-b-p05-q03,ocr_failure,manual-b-p05,evaluated_split_pages,5,manual-b-p02,0.429393270604
bm25,manual-b-p05-q03,ocr_failure,manual-b-p05,evaluated_split_pages,6,manual-b-p03,0.429393270604
bm25,manual-b-p05-q03,ocr_failure,manual-b-p05,evaluated_split_pages,7,manual-b-p06,0.429393270604
bm25,manual-b-p05-q03,ocr_failure,manual-b-p05,evaluated_split_pages,8,manual-b-p08,0.429393270604
bm25,manual-b-p06-q01,layout,manual-b-p06,evaluated_split_pages,1,manual-b-p06,2.65797669447
bm25,manual-b-p06-q01,layout,manual-b-p06,evaluated_split_pages,2,manual-b-p01,0.799701463764
bm25,manual-b-p06-q01,layout,manual-b-p06,evaluated_split_pages,3,manual-b-p04,0.799701463764
bm25,manual-b-p06-q01,layout,manual-b-p06,evaluated_split_pages,4,manual-b-p05,0.799701463764
bm25,manual-b-p06-q01,layout,manual-b-p06,evaluated_split_pages,5,manual-b-p02,0.796178721467
bm25,manual-b-p06-q01,layout,manual-b-p06,evaluated_split_pages,6,manual-b-p03,0.796178721467
bm25,manual-b-p06-q01,layout,manual-b-p06,evaluated_split_pages,7,manual-b-p07,0.796178721467
bm25,manual-b-p06-q01,layout,manual-b-p06,evaluated_split_pages,8,manual-b-p08,0.796178721467
bm25,manual-b-p06-q02,figure,manual-b-p06,evaluated_split_pages,1,manual-b-p02,2.06549800803
bm25,manual-b-p06-q02,figure,manual-b-p06,evaluated_split_pages,2,manual-b-p06,2.04100384871
bm25,manual-b-p06-q02,figure,manual-b-p06,evaluated_split_pages,3,manual-b-p01,0.253869910524
bm25,manual-b-p06-q02,figure,manual-b-p06,evaluated_split_pages,4,manual-b-p04,0.253869910524
bm25,manual-b-p06-q02,figure,manual-b-p06,evaluated_split_pages,5,manual-b-p05,0.253869910524
bm25,manual-b-p06-q02,figure,manual-b-p06,evaluated_split_pages,6,manual-b-p03,0.252688353684
bm25,manual-b-p06-q02,figure,manual-b-p06,evaluated_split_pages,7,manual-b-p07,0.252688353684
bm25,manual-b-p06-q02,figure,manual-b-p06,evaluated_split_pages,8,manual-b-p08,0.252688353684
bm25,manual-b-p06-q03,text,manual-b-p06,evaluated_split_pages,1,manual-b-p06,2.46233688937
bm25,manual-b-p06-q03,text,manual-b-p06,evaluated_split_pages,2,manual-b-p01,0.627674065831
bm25,manual-b-p06-q03,text,manual-b-p06,evaluated_split_pages,3,manual-b-p04,0.627674065831
bm25,manual-b-p06-q03,text,manual-b-p06,evaluated_split_pages,4,manual-b-p05,0.627674065831
bm25,manual-b-p06-q03,text,manual-b-p06,evaluated_split_pages,5,manual-b-p02,0.625033075698
bm25,manual-b-p06-q03,text,manual-b-p06,evaluated_split_pages,6,manual-b-p03,0.625033075698
bm25,manual-b-p06-q03,text,manual-b-p06,evaluated_split_pages,7,manual-b-p07,0.625033075698
bm25,manual-b-p06-q03,text,manual-b-p06,evaluated_split_pages,8,manual-b-p08,0.625033075698
bm25,manual-b-p07-q01,ocr_failure,manual-b-p07,evaluated_split_pages,1,manual-b-p07,4.00602426065
bm25,manual-b-p07-q01,ocr_failure,manual-b-p07,evaluated_split_pages,2,manual-b-p01,0.431146621285
bm25,manual-b-p07-q01,ocr_failure,manual-b-p07,evaluated_split_pages,3,manual-b-p04,0.431146621285
bm25,manual-b-p07-q01,ocr_failure,manual-b-p07,evaluated_split_pages,4,manual-b-p05,0.431146621285
bm25,manual-b-p07-q01,ocr_failure,manual-b-p07,evaluated_split_pages,5,manual-b-p02,0.429393270604
bm25,manual-b-p07-q01,ocr_failure,manual-b-p07,evaluated_split_pages,6,manual-b-p03,0.429393270604
bm25,manual-b-p07-q01,ocr_failure,manual-b-p07,evaluated_split_pages,7,manual-b-p06,0.429393270604
bm25,manual-b-p07-q01,ocr_failure,manual-b-p07,evaluated_split_pages,8,manual-b-p08,0.429393270604
bm25,manual-b-p07-q02,text,manual-b-p07,evaluated_split_pages,1,manual-b-p07,5.87588246359
bm25,manual-b-p07-q02,text,manual-b-p07,evaluated_split_pages,2,manual-b-p01,0.512989133876
bm25,manual-b-p07-q02,text,manual-b-p07,evaluated_split_pages,3,manual-b-p04,0.512989133876
bm25,manual-b-p07-q02,text,manual-b-p07,evaluated_split_pages,4,manual-b-p05,0.512989133876
bm25,manual-b-p07-q02,text,manual-b-p07,evaluated_split_pages,5,manual-b-p02,0.510935978519
bm25,manual-b-p07-q02,text,manual-b-p07,evaluated_split_pages,6,manual-b-p03,0.510935978519
bm25,manual-b-p07-q02,text,manual-b-p07,evaluated_split_pages,7,manual-b-p06,0.510935978519
bm25,manual-b-p07-q02,text,manual-b-p07,evaluated_split_pages,8,manual-b-p08,0.510935978519
bm25,manual-b-p07-q03,layout,manual-b-p07,evaluated_split_pages,1,manual-b-p07,6.04702810935
bm25,manual-b-p07-q03,layout,manual-b-p07,evaluated_split_pages,2,manual-b-p06,0.706575783613
bm25,manual-b-p07-q03,layout,manual-b-p07,evaluated_split_pages,3,manual-b-p01,0.685016531809
bm25,manual-b-p07-q03,layout,manual-b-p07,evaluated_split_pages,4,manual-b-p04,0.685016531809
bm25,manual-b-p07-q03,layout,manual-b-p07,evaluated_split_pages,5,manual-b-p05,0.685016531809
bm25,manual-b-p07-q03,layout,manual-b-p07,evaluated_split_pages,6,manual-b-p02,0.682081624288
bm25,manual-b-p07-q03,layout,manual-b-p07,evaluated_split_pages,7,manual-b-p03,0.682081624288
bm25,manual-b-p07-q03,layout,manual-b-p07,evaluated_split_pages,8,manual-b-p08,0.682081624288
bm25,manual-b-p08-q01,text,manual-b-p08,evaluated_split_pages,1,manual-b-p08,4.22615822507
bm25,manual-b-p08-q01,text,manual-b-p08,evaluated_split_pages,2,manual-b-p01,0.627674065831
bm25,manual-b-p08-q01,text,manual-b-p08,evaluated_split_pages,3,manual-b-p04,0.627674065831
bm25,manual-b-p08-q01,text,manual-b-p08,evaluated_split_pages,4,manual-b-p05,0.627674065831
bm25,manual-b-p08-q01,text,manual-b-p08,evaluated_split_pages,5,manual-b-p02,0.625033075698
bm25,manual-b-p08-q01,text,manual-b-p08,evaluated_split_pages,6,manual-b-p03,0.625033075698
bm25,manual-b-p08-q01,text,manual-b-p08,evaluated_split_pages,7,manual-b-p06,0.625033075698
bm25,manual-b-p08-q01,text,manual-b-p08,evaluated_split_pages,8,manual-b-p07,0.625033075698
bm25,manual-b-p08-q02,ocr_failure,manual-b-p08,evaluated_split_pages,1,manual-b-p07,4.00602426065
bm25,manual-b-p08-q02,ocr_failure,manual-b-p08,evaluated_split_pages,2,manual-b-p01,0.431146621285
bm25,manual-b-p08-q02,ocr_failure,manual-b-p08,evaluated_split_pages,3,manual-b-p04,0.431146621285
bm25,manual-b-p08-q02,ocr_failure,manual-b-p08,evaluated_split_pages,4,manual-b-p05,0.431146621285
bm25,manual-b-p08-q02,ocr_failure,manual-b-p08,evaluated_split_pages,5,manual-b-p02,0.429393270604
bm25,manual-b-p08-q02,ocr_failure,manual-b-p08,evaluated_split_pages,6,manual-b-p03,0.429393270604
bm25,manual-b-p08-q02,ocr_failure,manual-b-p08,evaluated_split_pages,7,manual-b-p06,0.429393270604
bm25,manual-b-p08-q02,ocr_failure,manual-b-p08,evaluated_split_pages,8,manual-b-p08,0.429393270604
bm25,manual-b-p08-q03,table,manual-b-p08,evaluated_split_pages,1,manual-b-p05,2.13324142194
bm25,manual-b-p08-q03,table,manual-b-p08,evaluated_split_pages,2,manual-b-p01,0.360212469728
bm25,manual-b-p08-q03,table,manual-b-p08,evaluated_split_pages,3,manual-b-p04,0.335712423115
bm25,manual-b-p08-q03,table,manual-b-p08,evaluated_split_pages,4,manual-b-p02,0.334231061599
bm25,manual-b-p08-q03,table,manual-b-p08,evaluated_split_pages,5,manual-b-p03,0.334231061599
bm25,manual-b-p08-q03,table,manual-b-p08,evaluated_split_pages,6,manual-b-p06,0.334231061599
bm25,manual-b-p08-q03,table,manual-b-p08,evaluated_split_pages,7,manual-b-p07,0.334231061599
bm25,manual-b-p08-q03,table,manual-b-p08,evaluated_split_pages,8,manual-b-p08,0.334231061599
bm25_lexical_rrf,manual-b-p01-q01,table,manual-b-p01,evaluated_split_pages,1,manual-b-p01,0.0327868852459
bm25_lexical_rrf,manual-b-p01-q01,table,manual-b-p01,evaluated_split_pages,2,manual-b-p04,0.0322580645161
bm25_lexical_rrf,manual-b-p01-q01,table,manual-b-p01,evaluated_split_pages,3,manual-b-p05,0.031746031746
bm25_lexical_rrf,manual-b-p01-q01,table,manual-b-p01,evaluated_split_pages,4,manual-b-p03,0.0310096153846
bm25_lexical_rrf,manual-b-p01-q01,table,manual-b-p01,evaluated_split_pages,5,manual-b-p02,0.0307765151515
bm25_lexical_rrf,manual-b-p01-q01,table,manual-b-p01,evaluated_split_pages,6,manual-b-p07,0.0303099885189
bm25_lexical_rrf,manual-b-p01-q01,table,manual-b-p01,evaluated_split_pages,7,manual-b-p06,0.0298573975045
bm25_lexical_rrf,manual-b-p01-q01,table,manual-b-p01,evaluated_split_pages,8,manual-b-p08,0.0296312554873
bm25_lexical_rrf,manual-b-p01-q02,text,manual-b-p01,evaluated_split_pages,1,manual-b-p01,0.0327868852459
bm25_lexical_rrf,manual-b-p01-q02,text,manual-b-p01,evaluated_split_pages,2,manual-b-p04,0.0322580645161
bm25_lexical_rrf,manual-b-p01-q02,text,manual-b-p01,evaluated_split_pages,3,manual-b-p05,0.031746031746
bm25_lexical_rrf,manual-b-p01-q02,text,manual-b-p01,evaluated_split_pages,4,manual-b-p03,0.0310096153846
bm25_lexical_rrf,manual-b-p01-q02,text,manual-b-p01,evaluated_split_pages,5,manual-b-p02,0.0307765151515
bm25_lexical_rrf,manual-b-p01-q02,text,manual-b-p01,evaluated_split_pages,6,manual-b-p07,0.0303099885189
bm25_lexical_rrf,manual-b-p01-q02,text,manual-b-p01,evaluated_split_pages,7,manual-b-p06,0.0298573975045
bm25_lexical_rrf,manual-b-p01-q02,text,manual-b-p01,evaluated_split_pages,8,manual-b-p08,0.0296312554873
bm25_lexical_rrf,manual-b-p01-q03,layout,manual-b-p01,evaluated_split_pages,1,manual-b-p01,0.0327868852459
bm25_lexical_rrf,manual-b-p01-q03,layout,manual-b-p01,evaluated_split_pages,2,manual-b-p06,0.0322580645161
bm25_lexical_rrf,manual-b-p01-q03,layout,manual-b-p01,evaluated_split_pages,3,manual-b-p04,0.031746031746
bm25_lexical_rrf,manual-b-p01-q03,layout,manual-b-p01,evaluated_split_pages,4,manual-b-p05,0.03125
bm25_lexical_rrf,manual-b-p01-q03,layout,manual-b-p01,evaluated_split_pages,5,manual-b-p03,0.0305361305361
bm25_lexical_rrf,manual-b-p01-q03,layout,manual-b-p01,evaluated_split_pages,6,manual-b-p02,0.0303099885189
bm25_lexical_rrf,manual-b-p01-q03,layout,manual-b-p01,evaluated_split_pages,7,manual-b-p07,0.0300768882858
bm25_lexical_rrf,manual-b-p01-q03,layout,manual-b-p01,evaluated_split_pages,8,manual-b-p08,0.0294117647059
bm25_lexical_rrf,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,1,manual-b-p02,0.0327868852459
bm25_lexical_rrf,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,2,manual-b-p04,0.0320020481311
bm25_lexical_rrf,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,3,manual-b-p05,0.031498015873
bm25_lexical_rrf,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,4,manual-b-p01,0.0312805474096
bm25_lexical_rrf,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,5,manual-b-p03,0.0310096153846
bm25_lexical_rrf,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,6,manual-b-p07,0.0303099885189
bm25_lexical_rrf,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,7,manual-b-p06,0.0298573975045
bm25_lexical_rrf,manual-b-p02-q01,figure,manual-b-p02,evaluated_split_pages,8,manual-b-p08,0.0296312554873
bm25_lexical_rrf,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,1,manual-b-p02,0.0327868852459
bm25_lexical_rrf,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,2,manual-b-p04,0.0320020481311
bm25_lexical_rrf,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,3,manual-b-p05,0.031498015873
bm25_lexical_rrf,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,4,manual-b-p01,0.0312805474096
bm25_lexical_rrf,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,5,manual-b-p03,0.0310096153846
bm25_lexical_rrf,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,6,manual-b-p07,0.0303099885189
bm25_lexical_rrf,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,7,manual-b-p06,0.0298573975045
bm25_lexical_rrf,manual-b-p02-q02,text,manual-b-p02,evaluated_split_pages,8,manual-b-p08,0.0296312554873
bm25_lexical_rrf,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,1,manual-b-p07,0.0327868852459
bm25_lexical_rrf,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,2,manual-b-p04,0.0320020481311
bm25_lexical_rrf,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,3,manual-b-p01,0.0315136476427
bm25_lexical_rrf,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,4,manual-b-p05,0.031498015873
bm25_lexical_rrf,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,5,manual-b-p03,0.0307765151515
bm25_lexical_rrf,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,6,manual-b-p02,0.0305361305361
bm25_lexical_rrf,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,7,manual-b-p06,0.0296312554873
bm25_lexical_rrf,manual-b-p02-q03,ocr_failure,manual-b-p02,evaluated_split_pages,8,manual-b-p08,0.0296312554873
bm25_lexical_rrf,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,1,manual-b-p03,0.0327868852459
bm25_lexical_rrf,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,2,manual-b-p06,0.0322580645161
bm25_lexical_rrf,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,3,manual-b-p04,0.031498015873
bm25_lexical_rrf,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,4,manual-b-p01,0.0310245310245
bm25_lexical_rrf,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,5,manual-b-p05,0.0310096153846
bm25_lexical_rrf,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,6,manual-b-p07,0.0303099885189
bm25_lexical_rrf,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,7,manual-b-p02,0.0300768882858
bm25_lexical_rrf,manual-b-p03-q01,layout,manual-b-p03,evaluated_split_pages,8,manual-b-p08,0.0294117647059
bm25_lexical_rrf,manual-b-p03-q02,text,manual-b-p03,evaluated_split_pages,1,manual-b-p03,0.0327868852459
bm25_lexical_rrf,manual-b-p03-q02,text,manual-b-p03,evaluated_split_pages,2,manual-b-p04,0.0320020481311
bm25_lexical_rrf,manual-b-p03-q02,text,manual-b-p03,evaluated_split_pages,3,manual-b-p01,0.0315136476427
bm25_lexical_rrf,manual-b-p03-q02,text,manual-b-p03,evaluated_split_pages,4,manual-b-p05,0.031498015873
